[NEW_DOCUMENT: DOCid=5, lang=gut, DOCNAME=Los Malekus de Guatuso].	[NEW_DOCUMENT: DOCid=5, lang=spa, DOCNAME=Los Malekus de Guatuso]. abarcando su historia, su cosmovisión, sus conocimientos y sus sistemas de valores y tradiciones entre otros.
Nija 15 Julio 2013 ami ni irrí jue marame eneque decreto 37801MEP, ata emepe taru ni ma juica lecu jaica, ni ija ma jueca ata ninhaba majioca juisufa marama oto malecu irrí uraje, ta epeme a mi ni ma arraca curreja marama, oba clonha chi ni ma arraca onhuti to ni ma taca majioca. educativo, establecidos en la Región de Guatuso, y en general al país y fuera de sus fronteras.	El 15 de julio del 2013 se publica en la Gaceta el nuevo decreto N° 37801 MEP; reforma del Subsistema de Educación Indígena; para que se adecue completamente a las necesidades de las comunidades indígenas y con mecanismos de participación claros en el cumplimiento de sus derechos; establece las particularidades de la educación indígena en términos de objetivos, idioma, enfoque, organización administrativo territorial y recursos humanos; asimismo los procedimientos de consulta y los mecanismos de participación de los pueblos indígenas en los procesos de toma de decisiones en materia educativa.
Ni marama MEP, Ministerio de Educación Pública, Equipo Técnico del Departamento de Educación Intercultural, PROMECE, ma jueto ni aja ata clonhaba niji ip corromarama chi nencaja oba tia malecu marama i puca.	Este esfuerzo conjunto del Ministerio de Educación Pública, Equipo Técnico del Departamento de Educación Intercultural, PROMECE, permite la construcción de 7 Tomos de los Territorios Indígenas Costarricenses y en este Tomo 5 se adecuará la información provista de un marco metodológico y pedagógico de la educación sobre los aspectos generales y vivenciales de los malecus de Guatuso.
	Con el fin de contar con información adecuada, ágil y oportuna, se exponen todos los elementos útiles, como material didáctico, para lograr un conocimiento mayor y así entender el pasado, el presente y el futuro del mundo de los maleku de Guatuso.
[NEW CHAPTER: INTRODUCCIÓN , DOCid=5, lang=gut].	Con este trabajo se logra brindar insumos para la definición y análisis integral de todo ese legado cultural que conforman por medio de la información obtenida y constituir un aporte del Ministerio de Educación, específicamente el Departamento Educación Intercultural a todo el sistema [NEW CHAPTER: INTRODUCCIÓN , DOCid=5, lang=spa].
Malecu i usirraca marama ni ucuricaja chi irrí cunuca marama tiá quirríjataca casasaja marama i ferrojonh.	La historia de los malekus de Guatuso hace especial referencia a la compilación de los conocimientos, la sabiduría ancestral y la historia.
Ni aja niyu i an cosmologia oba cosmovisión, ni yu tócu aja mara chapeca, mitologia, medicina ancestral, arte, gastronomia, sistema de producción y situación económica actual u saica.	Del mismo modo, posee relación directa respecto a su cosmogonía y cosmovisión, según la realidad en que están inmersos, su espiritualidad, mitología, medicina ancestral, arte, gastronomía, sistema de producción y situación económica actual de sus pobladores.
I jaica suirra 70% malecu jaica, ninha jue i ferrojonhe marama “escuela” “colegio” ni malecu jaica majuica.	Aproximadamente, el 70% de la población conserva su lengua nativa; en la actualidad, la educación recibida en escuelas y colegios también imparte el idioma maleku.
Jue ninhata í farujuye marama i uco, ma poreteca, ninhaba marajilaca, malecu ma jueca, arapchaora ma caseca, táli macorroca, caru ninhafa quijija ma soteca, cuji nhafa, jerro ma puca juaqui ma sotac, taca ninhafa ni jari i aca tru marama. ~~~ Taca pu ninhata chi malecu marama ú irrí querra marame tiá ninhaba cuerreja marama ninhata í puca, epeme jue u i punhe tia chiuja taca purani pa chi tru marama ma jalijiyeca.	Asimismo, esas tradiciones se visualizan en el sistema de enterramiento a los difuntos, en su propia casa, los cantos y danzas, la forma de preparar los alimentos y de criar a los niños, el uso del tambor como medio de comunicación con otras comunidades, la utilización del arco y la flecha, así como ninhata. el empleo de hamacas y bolsas hechas de tejidos de fibras vegetales, artesanía de máscaras con representaciones de animales que significan ese mundo mágico de los dioses, especialmente de Tócu, en un universo simbólico de interrelación con los seres vivientes y la misma naturaleza.
O malecu marama i ri querraca tia quirrajataca ninhata baru ni marama ija ma Juica o cuerreja marama o iyajianhe ip jurimepe ítini.	El uso de la vestimenta tradicional, sólo se presenta en actividades de grupos, al realizar sus danzas ceremoniales.
Jue i lecu jaica ico i jain marame, ni majuela pupa, tali, caru, chiqui.	Así también como la preparación de las comidas típicas.
Ma usirraca, tócu ija nara choje, tru ija na temac, ma irreca, ma arateca ninhaba ma fulaca, tui nap tica ninhafa na fafacanhe marama yu nara pujica.	No obstante, conservan todavía la lengua, las artesanías, las narraciones sagradas, la espiritualidad, el respeto a la naturaleza y los enterramientos tradicionales.
Ina ni aja marama otito ni i cuan napjioca ata mip caqui i taiqui tia quirrija taca malecu í puca marama chiujaca, taca [END OF CHAPTER].	Este tomo pretende dar al lector herramientas de aprendizaje y conocimiento general para valorar el pasado, presente de un pueblo que trata de mantener ese legado cultural. ~~~ [END OF CHAPTER].
[NEW CHAPTER: CAPÍTULO 1 , DOCid=5, lang=gut].	[NEW CHAPTER: CAPÍTULO 1 , DOCid=5, lang=spa].
J uactenhe colonización Española “malecu” í puca yajianhe norte niyu aporroqui Rincón de la Vieja, al oeste píuri í chía ninhafa aporroqui arenal.	A1. ~~~ 1 Historia y antecedentesntes de la colonización española, el territorio maleku limitaba al norte con el volcán Rincón de la Vieja, al oeste con el río Celeste y al sur con el volcán Arenal.
Ni taicjaca Siglo XVIII, taca 23 usaica marama i punhe, jue ti ijolaja í puca marama.	A finales del siglo XVII, estaban distribuidos en 23 pequeñas comunidades o palenques, algunos de ellos, a orillas de algunos ríos y quebradas.
U saica co i punhe marame 90 oba 120 malecu marama o juactenhe i punh marame ni marama ti óca Valle Central y Guanacaste.	La población de cada palenque rondaba entre los 90 y 120 habitantes. ~~~ Muchos de los primeros pobladores fueron migrantes de las regiones del Valle Central y de Guanacaste.
Oco periodo colonial , laca inanhe cordillera Guanacaste, ninhfa Tilarán sur, ni jari clonhafa cuerreja yajianhe marame, Tia ucúrin chia carta urifa u saica coné, a ta malecu iricunuca punh.	“Durante el periodo colonial, el tipo de topografía de las cordilleras de Guanacaste y Tilarán hacia el sur, hizo a esta región muy poco accesible a los conquistadores.
	Como resultado, la región del Río Frío permaneció aislada y remota, permitiendo que los patrones culturales de los maleku continuaran protegidos de un impacto extranjero directo.
Tru saca cajaya i punhe icuriqui cha carráco, yaja noco cuerreja cone ni yu Valle Central.	No se notaba su presencia, debido a su aislamiento en las montañas de las llanuras de Guatuso, a gran distancia de los asentamientos españoles, limitados en el Valle Central.
I punhe marame taca epeme ri corroje marame taca epeme cuerrejayu i Suaqui iri pionhe, yaja i octa siglo XVIII.	Permanecían sin mayores problemas de contacto con los españoles, hasta el siglo XVIII.
