Amo el canto del cenzontle,pájaro de cuatrocientas voces,amo el color del jadey el enervante perfume de las flores,pero más amo a mi hermano: el hombre.	Nehuātl niktlasohtlain sentsontōtōtl ikwīkau,nehuātl niktlasohtlain chalchiuitl itlapālisīuān in auiakmeh xōchimeh;san ok senka noikniutsin in tlākatl,Nehuātl niktlasohtla
Estoy embriagado, lloro, me aflijopienso, digo,en mi interior lo encuentro:si yo nunca muriera,si nunca desapareciera.Allá donde no hay muerteallá donde ella es conquistada,que allá vaya yo…Si yo nunca muriera,si nunca desapareciera.	Niwinti, nichoka, niknotlamati,nik mati, nikihtoa,nik ilnamiki:Ma ka aik nimikima ka aik nipoliwi.In kan ahmikoa,in kan on tepetiwa,in ma onkan niaw…Ma ka aik nimiki,ma ka aik nipoliwi.
No acabarán mis flores,no cesarán mis cantos.Yo cantor los elevo,se reparten, se esparcen.Aun cuando las flores / se marchitan y amarillecen,serán llevadas alláal interior de la casa / del ave de plumas de oro.	Ah tlamis noxochiwah tlamis nokwikin nokon ya ewa / san nikwikanitlXexeliwi moyawakosawia xochitl:ye on kalakilosakwan kalitik.
Soy rico,yo, el señor Nezahualcóyotl.Reúno el collar,los anchos plumajes de quetzal,por experiencia conozco los jades,¡son los príncipes amigos!Me fijo en sus rostros,por todas partes águilas y tigres,por experiencia conozco los jades,las ajorcas preciosas…	Ye nonnokwiltonowa,on nitepiltsin, Nesawalkoyotl.Niknechiko koskatl,in ketalin patlawak,ye nonik-iximatin chalchiwitl,¡in tepilwan!Ixko nontlatlachia,nepapan kawtlin, oselotl,ye nonik-iximatin chalchiwitl,ya in makistli…
Yo Nezahualcóyotl lo pregunto:¿Acaso deveras se vive con raíz en la tierra?No para siempre en la tierra:sólo un poco aquí.Aunque sea de jade se quiebra,aunque sea de oro se rompe,aunque sea plumaje de quetzal se desgarra.No para siempre en la tierra:sólo un poco aquí.	Nikihtoa ni-Nesawalkoyotl:¿Kwix ok neli nemowa in tlaltikpak?An nochipa tlaltikpak:san achika ya nikan.Tel ka chalchiwitl no xamani,no teokwitlatl in tlapani,no ketsali posteki.An nochipa tlaltikpak:san achika ye nikan.
Estoy triste, me aflijo,yo el señor Nezahualcoyotlcon flores y con cantos,recuerdo a los principesa los que se fuerona Tezozomoctzin,a Cuacuahtzin.	Nitlayokoya, niknotlamatiyasan, nitepiltsin Nesawalkoyotlxochitika ye iwan kwikatikanikimilnamiki tepilwan,ain oyake,yehwa Tesosomoktsin,o yehwan Kwahkwahtsin.
En verdad viven,allá en donde de algún modo se existe¡ojalá pudiera yo seguir a los principesllevarles nuestras flores!¡Si pudiera yo hacer míoslos hermosos cantos de Tezozomoctzin!Jamás perecerá tu renombre¡Oh mi señor, tu Tezozomoctzin!Así, echando de menos tus cantosme he venido a afligirsolo he venido a quedar tristeyo a mí mismo me desgarro	Ok nelin nemoan,kenonamikan.¡Maya nikintoka in intepilwan,maya nikimonitkili toxochiw!Ma ik itech nonasi,yektli yan kwikatl in Tesosomoktsin.O aik ompoliwis in moteyo,¡nopiltsin, Tesosomoktsin!Anka sa ye in mokwik a ikaniwalchoka,in san niwaliknotlamatiko,nontiya.
He venido a estar triste, me aflijoya no estas aquí, ya no,en la region donde de algún modo se existe,nos dejate sin provision en la tierrapor esto, a mí mismo me desgarro.	San niwalayokoya, niknotlamati.Ayokik, ayok,kenmanian,titechyaitakiw in tlaltipak,ika nontiya.
Yo Nezahualcóyotl lo pregunto:¿Acaso deveras se vive con raíz en la tierra?No para siempre en la tierra:sólo un poco aquí.Aunque sea de jade se quiebra,aunque sea de oro se rompe,aunque sea plumaje de quetzal se desgarra.No para siempre en la tierra:sólo un poco aquí.	Nikihtoa ni-Nesawalkoyotl:¿Kwix ok neli nemowa in tlaltikpak?An nochipa tlaltikpak:san achika ya nikan.Tel ka chalchiwitl no xamani,no teokwitlatl in tlapani,no ketsali posteki.An nochipa tlaltikpak:san achika ye nikan.
Percibo lo secreto, lo oculto:¡oh vosotros señores!	San nikkaki itopyo, ipetlakalo: ¡Ah in tepilwan!
